cliente_id,idade,segmento_cliente,tempo_de_conta_meses,renda_mensal_estimada,score_relacionamento,tem_cartao_pre_pago
306,42,varejo_tradicional,190,"6247,45",medio,False
307,67,universitario,115,"580,59",medio,True
308,40,varejo_tradicional,49,"4336,10",medio,False
309,48,varejo_tradicional,101,"7317,30",medio,False
310,47,alta_renda,148,"30348,52",baixo,True
311,59,baixa_renda,29,"1471,87",baixo,False
312,52,digital,145,"10014,16",baixo,True
313,24,alta_renda,74,"29920,93",alto,False
314,33,universitario,105,"592,90",medio,False
315,43,universitario,150,"688,16",baixo,True
316,65,varejo_tradicional,6,"4537,90",baixo,True
317,74,varejo_tradicional,62,"6467,79",medio,False
318,69,digital,235,"13581,19",baixo,False
319,66,baixa_renda,226,"1274,97",medio,False
320,19,digital,31,"11287,35",alto,False
321,18,varejo_tradicional,190,"6113,24",baixo,False
322,65,varejo_tradicional,119,"5996,06",baixo,False
323,29,baixa_renda,12,"807,60",baixo,False
324,22,varejo_tradicional,12,"5331,55",baixo,False
325,54,digital,191,"11867,69",medio,False
326,49,varejo_tradicional,144,"7257,79",baixo,False
327,72,varejo_tradicional,25,"5153,38",medio,False
328,26,universitario,150,"632,06",medio,False
329,58,universitario,91,"429,56",alto,False
330,52,varejo_tradicional,88,"4448,11",medio,False
331,36,varejo_tradicional,76,"5352,87",baixo,False
332,65,baixa_renda,18,"1570,94",baixo,True
333,33,varejo_tradicional,45,"3461,72",medio,False
334,20,digital,111,"10374,23",baixo,True
335,37,alta_renda,80,"38987,66",baixo,False
336,41,varejo_tradicional,68,"4443,84",alto,False
337,71,alta_renda,140,"39384,18",baixo,False
338,73,varejo_tradicional,177,"4903,67",baixo,False
339,50,digital,161,"10147,13",alto,False
340,41,digital,214,"14132,40",baixo,False
341,69,alta_renda,191,"37869,53",baixo,False
342,28,varejo_tradicional,18,"5618,12",baixo,False
343,66,digital,54,"8865,60",medio,False
344,25,alta_renda,112,"40681,77",alto,False
345,53,digital,97,"12630,81",medio,False
346,55,digital,27,"10265,23",baixo,False
347,57,varejo_tradicional,234,"8204,12",baixo,False
348,37,universitario,211,"566,79",medio,True
349,52,varejo_tradicional,78,"5715,30",medio,False
350,65,varejo_tradicional,153,"3922,20",medio,False
351,42,digital,162,"9273,43",medio,True
352,52,varejo_tradicional,88,"4011,42",alto,False
353,42,alta_renda,230,"33733,27",baixo,False
354,46,alta_renda,188,"43518,08",baixo,False
355,35,universitario,54,"674,46",alto,True
356,63,baixa_renda,87,"986,44",baixo,False
357,35,universitario,5,"572,04",medio,False
358,19,varejo_tradicional,236,"6187,78",medio,False
359,71,universitario,123,"623,18",medio,True
360,52,varejo_tradicional,164,"6501,19",baixo,False
361,33,varejo_tradicional,54,"4298,82",alto,True
362,58,baixa_renda,216,"1290,18",baixo,True
363,53,digital,164,"13835,69",medio,True
364,50,baixa_renda,197,"1198,13",baixo,False
365,21,varejo_tradicional,39,"4331,45",alto,False
366,50,digital,198,"10324,18",baixo,False
367,31,varejo_tradicional,109,"4565,92",medio,False
368,38,digital,228,"10439,18",baixo,False
369,65,universitario,237,"422,81",medio,True
370,37,digital,132,"12400,94",medio,False
371,73,varejo_tradicional,74,"6961,60",baixo,False
372,25,varejo_tradicional,65,"5502,61",medio,True
373,24,varejo_tradicional,213,"6368,38",medio,True
374,20,digital,168,"12708,20",baixo,False
375,34,alta_renda,231,"43257,06",alto,True
376,50,varejo_tradicional,37,"7429,86",baixo,False
377,65,universitario,67,"633,13",medio,True
378,29,baixa_renda,111,"1297,67",alto,False
379,68,digital,159,"13552,03",medio,False
380,39,universitario,219,"555,79",baixo,True
381,72,baixa_renda,209,"1205,65",baixo,False
382,39,varejo_tradicional,125,"5058,86",alto,False
383,63,varejo_tradicional,87,"6566,00",medio,False
384,47,varejo_tradicional,205,"5575,65",medio,False
385,55,alta_renda,47,"36847,97",baixo,True
386,55,alta_renda,155,"28291,60",baixo,True
387,62,universitario,179,"572,54",medio,False
388,68,varejo_tradicional,148,"5300,25",alto,False
389,71,digital,238,"9726,41",baixo,False
390,25,varejo_tradicional,13,"5818,07",medio,False
391,44,varejo_tradicional,191,"4645,21",baixo,False
392,44,digital,44,"13264,32",medio,False
393,51,alta_renda,152,"31628,13",medio,False
394,38,alta_renda,125,"34727,14",medio,True
395,47,universitario,119,"483,82",alto,True
396,50,varejo_tradicional,233,"5228,65",medio,False
397,45,varejo_tradicional,131,"6561,07",alto,False
398,64,varejo_tradicional,126,"6613,83",baixo,False
399,50,universitario,235,"501,72",alto,False
400,22,baixa_renda,138,"1308,38",alto,False
401,65,digital,193,"11121,82",baixo,False
402,36,digital,49,"9985,04",medio,True
403,21,varejo_tradicional,124,"5133,41",alto,True
404,52,varejo_tradicional,186,"5223,20",baixo,False
405,66,digital,205,"14140,80",medio,False
406,34,varejo_tradicional,78,"4955,75",medio,False
407,61,digital,225,"9917,87",baixo,False
408,45,baixa_renda,130,"1291,23",medio,False
409,47,digital,194,"7150,04",medio,True
410,46,varejo_tradicional,103,"3701,46",baixo,False
411,63,varejo_tradicional,105,"5470,56",medio,True
412,70,digital,120,"10582,41",medio,False
413,23,digital,31,"11181,24",alto,True
414,52,digital,68,"12485,93",medio,True
415,58,digital,226,"9427,69",medio,True
416,54,digital,211,"12924,13",medio,False
417,41,universitario,37,"614,71",medio,True
418,46,varejo_tradicional,201,"5910,08",alto,False
419,66,baixa_renda,24,"1117,19",medio,True
420,63,varejo_tradicional,205,"6467,31",medio,True
421,70,varejo_tradicional,44,"7205,34",medio,False
422,48,digital,222,"6604,49",alto,False
423,52,digital,83,"14063,55",medio,False
424,50,alta_renda,41,"42373,05",baixo,True
425,69,universitario,202,"524,51",medio,False
426,38,alta_renda,179,"28865,65",medio,False
427,49,alta_renda,42,"32282,83",baixo,False
428,40,digital,108,"8794,58",medio,False
429,50,digital,206,"9909,26",baixo,True
430,20,digital,40,"6656,09",medio,False
431,35,alta_renda,48,"28588,22",baixo,False
432,42,universitario,113,"462,71",baixo,True
433,59,varejo_tradicional,84,"4059,32",baixo,False
434,48,universitario,4,"586,85",medio,False
435,71,varejo_tradicional,230,"7146,90",baixo,False
436,20,digital,108,"13202,22",alto,False
437,57,varejo_tradicional,60,"2979,64",baixo,False
438,63,universitario,114,"578,69",alto,False
439,41,baixa_renda,167,"1222,88",medio,False
440,67,varejo_tradicional,5,"6048,77",alto,False
441,49,varejo_tradicional,106,"7086,97",baixo,True
442,64,varejo_tradicional,224,"5247,74",baixo,False
443,39,universitario,6,"687,40",medio,False
444,40,varejo_tradicional,14,"7879,38",medio,True
445,19,varejo_tradicional,198,"6663,18",medio,False
446,44,varejo_tradicional,126,"6358,87",baixo,True
447,59,digital,206,"10116,17",medio,False
448,19,varejo_tradicional,140,"5870,18",baixo,False
449,43,universitario,62,"609,07",medio,False
450,34,varejo_tradicional,27,"5815,73",medio,False
451,57,universitario,54,"536,17",medio,False
452,50,varejo_tradicional,90,"4641,05",alto,False
453,26,digital,12,"13410,33",baixo,False
454,60,varejo_tradicional,136,"5145,57",medio,False
455,71,universitario,74,"503,24",baixo,False
456,65,alta_renda,144,"31984,79",baixo,False
457,56,alta_renda,180,"32548,80",medio,False
458,46,digital,26,"5909,75",medio,False
459,59,digital,136,"14427,03",alto,False
460,72,baixa_renda,233,"1095,89",medio,False
461,43,universitario,45,"640,97",baixo,False
462,52,varejo_tradicional,221,"7598,59",baixo,False
463,67,baixa_renda,84,"1167,53",medio,False
464,42,digital,209,"12053,98",medio,True
465,41,varejo_tradicional,147,"5679,48",baixo,False
466,30,varejo_tradicional,145,"4492,85",medio,False
467,24,varejo_tradicional,103,"6902,02",alto,False
468,74,digital,124,"9533,27",medio,False
469,53,varejo_tradicional,193,"4728,24",medio,True
470,62,varejo_tradicional,123,"5373,94",alto,False
471,37,varejo_tradicional,116,"2946,52",medio,True
472,18,digital,157,"13561,90",baixo,False
473,25,universitario,14,"520,39",baixo,False
474,63,varejo_tradicional,17,"6446,22",medio,False
475,33,varejo_tradicional,13,"5248,03",medio,True
476,31,varejo_tradicional,93,"4987,63",alto,True
477,29,alta_renda,226,"43253,02",alto,True
478,68,digital,219,"8018,12",baixo,True
479,40,digital,63,"11794,71",medio,True
480,32,varejo_tradicional,238,"5089,29",medio,False
481,45,universitario,33,"588,30",medio,False
482,51,digital,29,"11386,63",medio,False
483,19,varejo_tradicional,37,"7240,90",medio,False
484,49,varejo_tradicional,103,"6177,02",medio,False
485,40,digital,211,"10438,83",baixo,True
486,39,baixa_renda,174,"1529,77",medio,False
487,68,baixa_renda,24,"1165,53",medio,False
488,42,digital,142,"12783,31",medio,False
489,39,universitario,239,"474,88",baixo,False
490,39,varejo_tradicional,229,"4245,49",medio,False
491,66,digital,133,"11728,60",baixo,False
492,69,universitario,125,"573,44",baixo,True
493,59,varejo_tradicional,53,"3519,83",baixo,False
494,23,baixa_renda,88,"1332,51",alto,False
495,32,varejo_tradicional,98,"5873,31",baixo,False
496,71,varejo_tradicional,114,"4855,80",medio,False
497,60,digital,95,"9827,23",baixo,True
498,54,digital,158,"7706,68",medio,False
499,50,universitario,188,"699,31",medio,False
500,25,varejo_tradicional,120,"5823,99",baixo,False
501,70,baixa_renda,73,"1415,04",baixo,False
502,61,digital,219,"10394,38",baixo,False
503,61,digital,156,"7899,33",medio,True
504,22,alta_renda,106,"26687,76",baixo,False
505,56,universitario,26,"584,14",medio,False
506,21,varejo_tradicional,18,"6023,60",baixo,True
507,23,universitario,164,"692,51",medio,False
508,62,varejo_tradicional,136,"3867,18",medio,False
509,49,varejo_tradicional,146,"6616,19",baixo,False
510,69,digital,212,"10342,20",alto,False
511,47,alta_renda,58,"45806,59",alto,True
512,64,varejo_tradicional,160,"6333,15",baixo,True
513,52,universitario,93,"667,54",medio,False
514,72,varejo_tradicional,49,"8835,97",medio,True
515,57,universitario,176,"614,90",medio,False
516,69,digital,210,"14697,90",medio,False
517,33,universitario,71,"537,19",alto,True
518,30,varejo_tradicional,65,"6834,33",medio,True
519,67,universitario,220,"701,03",alto,True
520,59,alta_renda,33,"34706,53",medio,False
521,47,universitario,50,"558,40",baixo,False
522,36,digital,4,"13095,12",baixo,False
523,34,alta_renda,119,"49772,92",medio,False
524,73,varejo_tradicional,84,"6404,73",medio,True
525,36,universitario,117,"537,30",alto,True
526,45,baixa_renda,164,"1297,47",alto,False
527,72,varejo_tradicional,223,"3197,59",medio,False
528,43,digital,102,"10148,89",medio,False
529,54,varejo_tradicional,156,"6527,16",baixo,True
530,43,digital,131,"13135,98",alto,False
531,70,digital,6,"11562,80",baixo,False
532,40,varejo_tradicional,173,"4739,25",medio,False
533,26,digital,23,"12756,83",medio,True
534,29,varejo_tradicional,135,"5827,99",alto,True
535,70,digital,120,"14010,14",baixo,True
536,18,varejo_tradicional,61,"5651,40",alto,False
537,18,baixa_renda,100,"1058,17",medio,True
538,64,varejo_tradicional,65,"7732,45",baixo,False
539,51,baixa_renda,134,"1306,03",medio,True
540,49,digital,24,"13918,26",baixo,False
541,71,varejo_tradicional,37,"4274,15",baixo,False
542,65,universitario,45,"659,78",medio,True
543,42,digital,179,"10517,91",baixo,False
544,57,digital,100,"13882,45",medio,False
545,62,varejo_tradicional,216,"5983,24",medio,False
546,70,digital,102,"9370,16",medio,False
547,18,varejo_tradicional,173,"5666,46",medio,False
548,33,varejo_tradicional,63,"3647,37",baixo,True
549,56,digital,29,"11702,15",baixo,False
550,22,varejo_tradicional,101,"5841,37",baixo,False
551,39,varejo_tradicional,109,"4768,06",medio,True
552,46,varejo_tradicional,96,"6377,01",medio,False
553,72,varejo_tradicional,153,"5755,92",baixo,True
554,20,varejo_tradicional,10,"3524,29",medio,True
555,29,alta_renda,35,"29290,70",alto,True
556,43,varejo_tradicional,55,"4156,81",alto,False
557,33,digital,153,"9800,18",baixo,False
558,68,varejo_tradicional,219,"5197,48",medio,False
559,54,alta_renda,173,"41726,57",alto,False
560,39,varejo_tradicional,96,"7120,58",medio,False
561,74,alta_renda,123,"27369,02",alto,True
562,46,digital,12,"13452,61",alto,False
563,31,varejo_tradicional,4,"5053,24",baixo,False
564,45,baixa_renda,106,"1498,18",medio,False
565,22,digital,90,"11931,00",baixo,False
566,64,varejo_tradicional,67,"3651,37",baixo,True
567,66,universitario,145,"447,90",alto,False
568,47,alta_renda,201,"34743,83",alto,False
569,63,digital,221,"12852,80",alto,False
570,69,varejo_tradicional,65,"4214,01",baixo,False
571,22,universitario,82,"576,37",alto,True
572,29,universitario,105,"511,25",alto,False
573,33,baixa_renda,181,"1338,66",alto,False
574,43,universitario,84,"586,16",alto,False
575,43,varejo_tradicional,185,"6370,15",medio,True
576,65,alta_renda,105,"41429,16",baixo,False
577,38,varejo_tradicional,226,"5964,05",baixo,False
578,56,varejo_tradicional,115,"4914,01",baixo,False
579,53,digital,28,"11201,78",medio,True
580,50,digital,227,"12251,79",medio,False
581,47,varejo_tradicional,16,"4751,66",medio,True
582,54,universitario,21,"619,17",baixo,False
583,40,digital,77,"11111,91",alto,False
584,27,digital,227,"15150,76",baixo,False
585,71,baixa_renda,42,"1136,21",medio,False
586,22,digital,54,"13891,72",medio,False
587,53,varejo_tradicional,32,"6154,80",baixo,False
588,51,varejo_tradicional,114,"6699,70",medio,False
589,69,alta_renda,38,"43806,61",medio,True
590,48,varejo_tradicional,198,"5070,82",medio,False
591,27,digital,114,"9492,81",alto,False
592,36,digital,230,"8883,45",baixo,True
593,49,digital,166,"12933,61",alto,False
