cartao_id,cliente_id,data_transacao,valor_transacao,categoria_estabelecimento,canal_transacao
6,22,2025-02-22,37892.44,streaming,online
6,22,2025-03-16,76802.27,alimentacao,online
6,22,2025-03-27,56621.07,varejo,fisico
6,22,2025-03-13,26812.39,streaming,fisico
6,22,2025-03-27,198763.47,jogos,fisico
6,22,2025-03-03,73917.66,transporte,online
6,22,2025-04-07,186376.84,streaming,online
6,22,2025-04-22,190975.50,jogos,fisico
6,22,2025-04-07,202809.63,streaming,online
6,22,2025-04-01,147298.12,transporte,online
6,22,2025-04-03,181048.06,alimentacao,fisico
6,22,2025-04-26,22211.74,streaming,online
7,30,2025-01-26,234651.49,streaming,online
7,30,2025-01-05,54107.21,varejo,online
7,30,2025-02-17,138822.22,varejo,online
7,30,2025-02-17,168064.44,alimentacao,online
7,30,2025-02-23,158121.47,streaming,fisico
7,30,2025-02-28,99900.99,jogos,fisico
7,30,2025-03-13,35353.27,transporte,online
7,30,2025-03-26,169800.30,jogos,fisico
7,30,2025-03-09,180600.90,streaming,fisico
7,30,2025-03-27,180272.98,streaming,fisico
7,30,2025-04-06,200923.97,streaming,fisico
7,30,2025-04-21,161425.85,varejo,fisico
8,34,2025-01-20,84487.31,alimentacao,fisico
8,34,2025-01-13,139715.89,streaming,online
8,34,2025-01-10,204609.88,transporte,online
8,34,2025-01-16,26670.58,streaming,online
8,34,2025-01-08,49354.73,alimentacao,online
8,34,2025-01-24,78178.89,jogos,fisico
8,34,2025-02-20,77244.77,transporte,online
8,34,2025-02-18,130344.05,streaming,fisico
8,34,2025-02-01,90232.62,streaming,online
8,34,2025-02-01,147163.07,streaming,online
8,34,2025-02-18,79331.31,transporte,fisico
8,34,2025-02-22,218906.58,jogos,fisico
8,34,2025-03-18,241593.05,alimentacao,fisico
8,34,2025-03-22,20401.49,streaming,online
8,34,2025-03-10,98296.89,streaming,online
8,34,2025-03-10,224903.76,streaming,fisico
8,34,2025-04-25,143005.30,jogos,fisico
8,34,2025-04-25,67341.88,transporte,fisico
8,34,2025-04-01,213291.93,transporte,online
8,34,2025-04-27,211207.52,varejo,online
9,39,2025-01-22,201239.75,varejo,online
9,39,2025-01-28,180284.55,varejo,online
9,39,2025-01-20,113175.30,alimentacao,fisico
9,39,2025-01-15,23341.10,jogos,fisico
9,39,2025-01-22,24958.38,streaming,fisico
9,39,2025-01-23,35611.71,jogos,fisico
9,39,2025-01-12,139184.22,varejo,fisico
9,39,2025-01-22,176727.98,varejo,fisico
9,39,2025-01-14,119067.77,alimentacao,fisico
9,39,2025-01-12,136026.54,varejo,online
9,39,2025-01-09,114921.43,transporte,online
9,39,2025-01-28,57385.35,streaming,fisico
9,39,2025-01-23,213573.63,jogos,online
9,39,2025-01-05,129687.49,streaming,online
9,39,2025-01-04,158899.40,streaming,fisico
9,39,2025-01-05,132755.15,transporte,online
9,39,2025-01-15,128084.30,streaming,online
9,39,2025-01-04,148098.50,streaming,fisico
9,39,2025-01-08,200040.64,jogos,online
9,39,2025-01-18,64247.15,jogos,fisico
9,39,2025-02-23,45887.07,varejo,fisico
9,39,2025-02-25,72038.12,varejo,fisico
9,39,2025-02-03,119907.56,transporte,online
9,39,2025-02-13,122068.26,transporte,online
9,39,2025-02-12,69905.84,jogos,fisico
9,39,2025-02-19,137717.88,varejo,online
9,39,2025-02-19,62123.34,varejo,online
9,39,2025-02-02,15319.19,varejo,online
9,39,2025-02-03,113898.13,jogos,fisico
9,39,2025-02-15,101180.07,jogos,online
9,39,2025-02-25,60921.59,streaming,fisico
9,39,2025-02-13,109046.38,jogos,online
9,39,2025-02-14,95299.16,streaming,fisico
9,39,2025-02-18,186974.69,varejo,fisico
9,39,2025-02-28,52487.75,varejo,fisico
9,39,2025-03-07,48631.64,jogos,online
9,39,2025-03-28,167266.91,varejo,online
9,39,2025-03-13,142038.01,streaming,online
9,39,2025-03-01,9019.06,alimentacao,online
9,39,2025-03-12,227699.90,transporte,online
9,39,2025-03-14,174260.02,alimentacao,fisico
9,39,2025-03-23,124761.04,varejo,fisico
9,39,2025-03-27,24419.91,varejo,fisico
9,39,2025-03-11,111047.23,alimentacao,fisico
9,39,2025-03-27,65608.46,streaming,online
9,39,2025-03-27,74453.52,varejo,fisico
9,39,2025-03-24,52634.65,transporte,online
9,39,2025-03-05,111921.42,streaming,online
9,39,2025-03-17,35618.38,jogos,fisico
9,39,2025-03-23,38107.42,jogos,online
9,39,2025-03-09,100541.62,varejo,online
9,39,2025-03-23,72362.93,jogos,online
9,39,2025-03-28,48331.36,jogos,online
9,39,2025-03-02,175185.80,streaming,fisico
9,39,2025-04-26,176480.17,jogos,fisico
9,39,2025-04-19,64163.83,varejo,online
9,39,2025-04-17,70421.09,varejo,fisico
9,39,2025-04-25,204672.38,alimentacao,online
9,39,2025-04-27,213591.65,streaming,online
9,39,2025-04-02,131287.77,varejo,online
9,39,2025-04-23,66827.00,alimentacao,fisico
9,39,2025-04-08,180446.54,varejo,fisico
9,39,2025-04-28,83508.33,transporte,online
9,39,2025-04-02,218616.29,streaming,online
9,39,2025-04-24,33881.47,transporte,online
9,39,2025-04-05,119379.44,varejo,online
9,39,2025-04-20,229299.02,alimentacao,fisico
9,39,2025-04-18,25068.98,streaming,fisico
9,39,2025-04-25,105887.65,jogos,online
9,39,2025-04-13,180042.42,jogos,online
9,39,2025-04-13,206180.81,streaming,fisico
9,39,2025-04-21,36567.29,alimentacao,online
9,39,2025-04-16,8493.70,streaming,fisico
9,39,2025-04-03,234722.94,streaming,online
9,39,2025-04-04,202234.90,jogos,online
9,39,2025-04-10,144781.16,streaming,online
9,39,2025-04-10,34582.77,alimentacao,online
9,39,2025-04-27,55640.01,varejo,online
10,41,2025-01-28,136065.22,transporte,fisico
10,41,2025-01-08,110353.60,varejo,online
10,41,2025-01-03,72242.68,transporte,online
10,41,2025-03-02,123018.63,jogos,fisico
10,41,2025-03-10,195921.84,streaming,online
10,41,2025-03-27,103007.07,jogos,fisico
10,41,2025-04-22,86198.84,varejo,online
10,41,2025-04-10,196260.96,alimentacao,online
10,41,2025-04-15,204118.99,alimentacao,online
10,41,2025-04-11,239763.98,jogos,fisico
10,41,2025-04-06,12346.32,streaming,fisico
11,44,2025-01-11,223775.54,alimentacao,online
11,44,2025-01-26,17617.35,transporte,online
11,44,2025-02-07,141729.17,varejo,online
11,44,2025-03-12,164377.41,transporte,fisico
11,44,2025-03-19,190973.84,alimentacao,online
11,44,2025-03-23,134390.85,jogos,online
11,44,2025-04-18,97911.15,jogos,online
11,44,2025-04-24,248651.09,jogos,fisico
11,44,2025-04-18,45212.96,streaming,online
12,47,2025-01-08,34533.40,alimentacao,fisico
12,47,2025-01-24,3402.17,streaming,online
12,47,2025-01-24,171104.88,streaming,online
12,47,2025-01-10,28938.57,alimentacao,fisico
12,47,2025-02-02,47514.67,varejo,online
12,47,2025-03-27,60481.41,streaming,online
12,47,2025-03-17,37424.48,varejo,online
12,47,2025-03-23,27806.90,streaming,online
12,47,2025-04-14,165959.38,alimentacao,online
12,47,2025-04-05,229166.24,varejo,fisico
12,47,2025-04-23,7125.42,jogos,online
12,47,2025-04-28,219182.40,varejo,online
13,49,2025-01-19,140689.78,streaming,fisico
13,49,2025-01-27,174068.55,alimentacao,online
13,49,2025-02-01,180259.41,jogos,fisico
13,49,2025-02-13,43246.24,alimentacao,fisico
13,49,2025-02-17,70831.62,transporte,online
13,49,2025-02-15,249608.72,jogos,online
13,49,2025-02-27,63655.81,varejo,online
13,49,2025-03-05,225288.08,alimentacao,online
13,49,2025-03-08,149039.09,alimentacao,fisico
13,49,2025-04-13,130538.73,jogos,fisico
13,49,2025-04-12,216418.06,jogos,online
13,49,2025-04-12,38566.64,jogos,fisico
13,49,2025-04-21,210919.73,transporte,online
14,52,2025-01-22,102530.30,transporte,online
14,52,2025-01-13,227039.29,varejo,online
14,52,2025-02-11,189358.54,streaming,online
14,52,2025-02-05,188881.20,streaming,online
14,52,2025-02-07,32373.46,jogos,fisico
14,52,2025-02-26,82110.71,alimentacao,fisico
14,52,2025-02-12,73896.11,alimentacao,online
14,52,2025-02-10,139353.19,varejo,fisico
14,52,2025-02-01,233697.32,streaming,fisico
14,52,2025-03-21,124255.32,jogos,online
14,52,2025-04-23,122773.83,transporte,online
14,52,2025-04-12,151678.58,transporte,online
15,66,2025-01-13,123307.83,transporte,fisico
15,66,2025-01-09,138344.56,streaming,online
15,66,2025-01-23,244740.62,jogos,online
15,66,2025-01-23,168435.68,alimentacao,online
15,66,2025-03-28,51965.95,streaming,online
15,66,2025-03-23,11426.33,varejo,online
15,66,2025-03-21,217908.04,alimentacao,online
15,66,2025-03-28,6669.18,varejo,fisico
15,66,2025-03-24,163752.15,transporte,online
15,66,2025-04-02,184789.21,jogos,online
15,66,2025-04-02,135128.92,alimentacao,fisico
16,72,2025-01-11,211761.95,jogos,online
16,72,2025-01-28,148346.67,streaming,fisico
16,72,2025-01-04,67707.41,varejo,online
16,72,2025-03-13,180114.86,jogos,fisico
16,72,2025-03-07,239357.32,transporte,fisico
16,72,2025-03-28,56283.87,jogos,fisico
16,72,2025-04-08,216957.72,varejo,fisico
16,72,2025-04-23,87032.45,varejo,fisico
16,72,2025-04-18,133996.73,transporte,online
16,72,2025-04-19,60993.68,jogos,fisico
16,72,2025-04-04,220832.50,transporte,online
17,73,2025-01-04,50555.38,alimentacao,online
17,73,2025-01-11,96064.06,transporte,online
17,73,2025-01-03,218541.83,streaming,online
17,73,2025-02-21,126849.26,transporte,fisico
17,73,2025-02-03,65579.70,streaming,online
17,73,2025-02-24,71152.45,varejo,online
17,73,2025-02-26,185339.61,streaming,fisico
17,73,2025-02-03,224577.18,varejo,online
17,73,2025-02-04,206543.89,jogos,fisico
17,73,2025-02-11,53294.80,transporte,fisico
17,73,2025-03-19,145836.93,streaming,fisico
17,73,2025-03-18,183547.82,transporte,fisico
17,73,2025-03-19,187032.28,transporte,online
17,73,2025-03-13,118466.20,alimentacao,fisico
17,73,2025-04-16,113729.14,jogos,fisico
17,73,2025-04-17,57640.36,alimentacao,online
17,73,2025-04-04,49781.01,streaming,online
17,73,2025-04-20,82993.70,alimentacao,online
17,73,2025-04-05,6226.90,streaming,fisico
17,73,2025-04-03,61772.40,jogos,online
18,75,2025-01-16,222869.55,varejo,fisico
18,75,2025-02-28,146557.33,varejo,fisico
18,75,2025-02-08,56019.71,alimentacao,online
18,75,2025-03-22,237620.54,varejo,fisico
18,75,2025-03-18,49734.12,varejo,online
18,75,2025-03-17,72446.92,jogos,fisico
18,75,2025-03-09,69229.01,alimentacao,online
18,75,2025-03-24,177673.68,alimentacao,fisico
18,75,2025-03-03,120215.80,jogos,fisico
18,75,2025-03-03,153392.54,varejo,online
18,75,2025-04-14,92505.99,transporte,online
18,75,2025-04-04,160967.89,alimentacao,fisico
18,75,2025-04-14,222153.16,alimentacao,fisico
19,77,2025-01-28,200076.00,alimentacao,fisico
19,77,2025-01-19,109757.99,transporte,fisico
19,77,2025-01-06,220906.57,jogos,fisico
19,77,2025-01-05,135003.35,alimentacao,online
19,77,2025-03-04,170068.81,alimentacao,online
19,77,2025-03-21,189972.71,streaming,online
19,77,2025-03-22,182753.32,jogos,fisico
19,77,2025-04-02,77021.63,jogos,fisico
19,77,2025-04-03,8495.80,alimentacao,fisico
20,79,2025-01-23,65875.81,jogos,online
20,79,2025-01-02,248963.83,transporte,fisico
20,79,2025-01-24,166089.55,alimentacao,fisico
20,79,2025-02-21,114068.50,streaming,online
20,79,2025-02-28,167199.45,alimentacao,fisico
20,79,2025-02-12,238377.74,transporte,online
20,79,2025-02-28,66385.80,streaming,online
20,79,2025-02-20,12200.17,jogos,fisico
20,79,2025-03-13,225063.33,streaming,fisico
20,79,2025-03-23,72527.69,jogos,fisico
20,79,2025-04-19,104274.52,alimentacao,online
20,79,2025-04-02,171701.80,jogos,online
20,79,2025-04-01,172453.28,jogos,online
20,79,2025-04-10,219392.32,transporte,fisico
21,80,2025-01-26,82545.69,alimentacao,online
21,80,2025-01-13,29318.05,jogos,online
21,80,2025-02-15,88834.42,streaming,fisico
21,80,2025-02-06,63628.40,transporte,fisico
21,80,2025-02-14,125084.57,transporte,online
21,80,2025-02-04,51199.08,alimentacao,online
21,80,2025-03-21,145222.52,jogos,online
21,80,2025-04-03,158818.22,streaming,online
21,80,2025-04-14,187789.88,alimentacao,online
21,80,2025-04-06,9738.69,varejo,online
21,80,2025-04-21,9300.05,jogos,fisico
21,80,2025-04-08,225846.06,varejo,fisico
22,81,2025-01-18,130561.25,transporte,fisico
22,81,2025-01-17,134496.35,varejo,fisico
22,81,2025-01-26,193211.12,jogos,fisico
22,81,2025-01-02,197540.11,varejo,online
22,81,2025-01-13,203628.14,alimentacao,fisico
22,81,2025-01-13,118493.34,varejo,online
22,81,2025-01-25,130645.40,transporte,online
22,81,2025-01-22,53163.77,varejo,fisico
22,81,2025-01-18,166789.40,streaming,online
22,81,2025-01-25,116570.34,transporte,online
22,81,2025-01-27,82657.26,streaming,fisico
22,81,2025-01-22,23471.58,varejo,fisico
22,81,2025-02-02,202558.81,streaming,fisico
22,81,2025-02-10,100080.77,alimentacao,online
22,81,2025-02-28,221877.38,varejo,fisico
22,81,2025-02-02,63161.76,varejo,fisico
22,81,2025-02-24,33467.54,varejo,fisico
22,81,2025-02-07,101168.98,varejo,fisico
22,81,2025-02-17,111046.20,jogos,fisico
22,81,2025-02-20,247732.56,alimentacao,fisico
22,81,2025-02-07,206524.66,varejo,online
22,81,2025-02-03,1188.56,alimentacao,fisico
22,81,2025-03-01,89636.76,streaming,fisico
22,81,2025-03-21,79328.44,streaming,fisico
22,81,2025-03-27,245457.42,streaming,fisico
22,81,2025-03-17,88231.19,streaming,online
22,81,2025-03-26,20085.94,transporte,fisico
22,81,2025-03-22,177453.42,streaming,fisico
22,81,2025-03-04,68185.30,transporte,fisico
22,81,2025-03-15,139362.41,alimentacao,fisico
22,81,2025-03-10,94375.64,transporte,online
22,81,2025-03-15,27289.35,varejo,online
22,81,2025-03-19,17545.37,alimentacao,online
22,81,2025-03-01,46374.97,jogos,fisico
22,81,2025-03-02,190216.13,jogos,fisico
22,81,2025-03-12,89225.86,streaming,fisico
22,81,2025-03-15,354.34,jogos,fisico
22,81,2025-03-10,73888.76,alimentacao,online
22,81,2025-03-27,149593.33,jogos,fisico
22,81,2025-03-01,124071.44,varejo,fisico
22,81,2025-04-18,197944.48,jogos,fisico
22,81,2025-04-08,92784.75,streaming,fisico
22,81,2025-04-16,73701.18,alimentacao,online
22,81,2025-04-20,248561.38,jogos,online
22,81,2025-04-02,73687.45,jogos,online
22,81,2025-04-27,213922.91,jogos,fisico
22,81,2025-04-05,1715.71,jogos,online
22,81,2025-04-02,202097.21,streaming,fisico
22,81,2025-04-19,91537.71,alimentacao,online
22,81,2025-04-13,28842.57,streaming,fisico
22,81,2025-04-20,62423.82,varejo,online
22,81,2025-04-05,214304.42,streaming,online
22,81,2025-04-11,140168.71,alimentacao,online
22,81,2025-04-01,191370.45,alimentacao,fisico
22,81,2025-04-11,142304.03,transporte,fisico
22,81,2025-04-17,167636.43,varejo,fisico
22,81,2025-04-02,55482.26,transporte,online
22,81,2025-04-20,129221.74,alimentacao,fisico
23,84,2025-01-17,69081.63,alimentacao,fisico
23,84,2025-01-10,248863.81,streaming,fisico
23,84,2025-01-16,32901.64,varejo,fisico
23,84,2025-01-26,191422.37,transporte,fisico
23,84,2025-01-14,208048.99,varejo,fisico
23,84,2025-02-10,95892.98,transporte,fisico
23,84,2025-02-21,43264.61,varejo,online
23,84,2025-02-28,112132.78,jogos,online
23,84,2025-03-22,151899.88,transporte,fisico
23,84,2025-03-03,140638.03,varejo,online
23,84,2025-04-02,23344.84,transporte,online
23,84,2025-04-26,185062.32,alimentacao,online
23,84,2025-04-24,235081.81,streaming,fisico
24,88,2025-01-01,228564.01,streaming,fisico
24,88,2025-01-08,131550.19,streaming,online
24,88,2025-02-05,93328.93,varejo,online
24,88,2025-02-19,60619.62,streaming,online
24,88,2025-03-01,41452.25,varejo,online
24,88,2025-03-25,126784.25,transporte,online
24,88,2025-04-26,220882.49,transporte,online
24,88,2025-04-17,95809.29,alimentacao,fisico
24,88,2025-04-21,174114.81,jogos,online
25,90,2025-01-21,221938.14,streaming,online
25,90,2025-01-02,147642.83,jogos,online
25,90,2025-01-24,121778.99,jogos,fisico
25,90,2025-01-11,153133.20,transporte,online
25,90,2025-02-16,142489.22,jogos,fisico
25,90,2025-02-04,25353.05,varejo,online
25,90,2025-02-25,181138.19,jogos,fisico
25,90,2025-02-07,4467.79,varejo,fisico
25,90,2025-02-24,140788.72,alimentacao,online
25,90,2025-03-15,136032.80,varejo,fisico
25,90,2025-04-18,137683.43,streaming,online
25,90,2025-04-24,36248.89,transporte,fisico
25,90,2025-04-13,122624.58,streaming,online
26,92,2025-01-06,232342.22,alimentacao,fisico
26,92,2025-01-24,90287.42,varejo,online
26,92,2025-01-23,95978.15,varejo,online
26,92,2025-01-24,68382.97,transporte,online
26,92,2025-01-18,12237.91,varejo,online
26,92,2025-02-05,95443.17,varejo,fisico
26,92,2025-02-04,80770.40,alimentacao,online
26,92,2025-02-11,71578.79,varejo,online
26,92,2025-02-02,75289.28,alimentacao,online
26,92,2025-02-02,131530.00,transporte,online
26,92,2025-02-06,23805.08,jogos,fisico
26,92,2025-03-24,215169.08,alimentacao,fisico
26,92,2025-03-06,63901.20,varejo,fisico
26,92,2025-03-11,199842.11,jogos,online
26,92,2025-04-15,89322.24,alimentacao,fisico
26,92,2025-04-11,33069.66,alimentacao,online
27,97,2025-01-14,19655.36,varejo,fisico
27,97,2025-01-25,81827.81,jogos,online
27,97,2025-01-21,131023.96,streaming,online
27,97,2025-01-15,216146.15,jogos,online
27,97,2025-01-03,54897.69,varejo,fisico
27,97,2025-01-10,235692.87,jogos,fisico
27,97,2025-01-02,13661.42,alimentacao,online
27,97,2025-01-11,214344.81,varejo,fisico
27,97,2025-01-23,190600.23,varejo,online
27,97,2025-01-09,16147.83,transporte,online
27,97,2025-01-14,211374.84,transporte,fisico
27,97,2025-01-23,119500.06,alimentacao,fisico
27,97,2025-01-16,247264.16,alimentacao,online
27,97,2025-01-12,78647.66,alimentacao,fisico
27,97,2025-01-15,215287.06,varejo,online
27,97,2025-01-23,212468.98,alimentacao,fisico
27,97,2025-01-28,248920.00,varejo,online
27,97,2025-01-13,112344.00,streaming,online
27,97,2025-01-17,31478.38,transporte,online
27,97,2025-02-26,31026.94,varejo,online
27,97,2025-02-01,43044.86,transporte,fisico
27,97,2025-02-08,235404.82,jogos,fisico
27,97,2025-02-25,84835.56,alimentacao,online
27,97,2025-02-12,79350.18,jogos,online
27,97,2025-02-02,156191.36,transporte,online
27,97,2025-02-01,171539.16,varejo,online
27,97,2025-02-11,154790.95,transporte,fisico
27,97,2025-02-04,64303.67,alimentacao,online
27,97,2025-02-04,10644.24,streaming,online
27,97,2025-02-08,240599.95,alimentacao,online
27,97,2025-02-20,248536.02,varejo,online
27,97,2025-02-10,100821.20,alimentacao,online
27,97,2025-02-08,49644.44,transporte,fisico
27,97,2025-02-12,205447.35,transporte,fisico
27,97,2025-02-16,6567.67,transporte,fisico
27,97,2025-02-06,211888.85,jogos,fisico
27,97,2025-02-08,38888.67,jogos,fisico
27,97,2025-02-10,136399.80,varejo,fisico
27,97,2025-02-05,111207.05,varejo,fisico
27,97,2025-02-26,9184.23,varejo,online
27,97,2025-02-17,223308.21,jogos,fisico
27,97,2025-02-10,221401.08,varejo,fisico
27,97,2025-02-05,185038.51,transporte,online
27,97,2025-02-11,118718.92,alimentacao,online
27,97,2025-02-10,128263.67,streaming,fisico
27,97,2025-03-18,107830.42,jogos,fisico
27,97,2025-03-27,90213.58,varejo,online
27,97,2025-03-06,2649.40,varejo,fisico
27,97,2025-03-02,215302.73,jogos,fisico
27,97,2025-03-02,58205.35,jogos,fisico
27,97,2025-03-13,169410.64,alimentacao,online
27,97,2025-03-07,231772.87,transporte,fisico
27,97,2025-03-07,12449.80,alimentacao,online
27,97,2025-03-23,187853.16,jogos,fisico
27,97,2025-03-25,237615.91,varejo,fisico
27,97,2025-03-24,95578.80,jogos,online
27,97,2025-03-06,71273.56,jogos,fisico
27,97,2025-03-26,162139.30,transporte,fisico
27,97,2025-03-03,223519.90,varejo,online
27,97,2025-03-04,48436.78,jogos,fisico
27,97,2025-03-22,217562.56,transporte,online
27,97,2025-03-08,115325.82,transporte,online
27,97,2025-03-06,95869.73,varejo,online
27,97,2025-03-02,113349.25,transporte,online
27,97,2025-03-07,99372.45,streaming,fisico
27,97,2025-03-17,63089.38,varejo,fisico
27,97,2025-03-10,116309.56,streaming,online
27,97,2025-04-04,35149.91,alimentacao,online
27,97,2025-04-25,121827.75,transporte,fisico
27,97,2025-04-06,138396.82,jogos,fisico
27,97,2025-04-14,20860.13,transporte,online
27,97,2025-04-05,65217.75,transporte,fisico
27,97,2025-04-20,217723.57,varejo,fisico
27,97,2025-04-16,18440.11,streaming,fisico
27,97,2025-04-03,163173.24,varejo,online
27,97,2025-04-12,97021.23,varejo,fisico
27,97,2025-04-02,214458.70,transporte,fisico
27,97,2025-04-17,148246.59,transporte,fisico
27,97,2025-04-24,234954.75,varejo,online
27,97,2025-04-06,84330.73,jogos,online
27,97,2025-04-26,138442.07,alimentacao,online
27,97,2025-04-04,93828.00,transporte,fisico
27,97,2025-04-28,175084.73,jogos,fisico
27,97,2025-04-17,242982.98,alimentacao,online
27,97,2025-04-10,220289.73,varejo,fisico
28,99,2025-01-01,52656.33,jogos,fisico
28,99,2025-01-04,97255.54,varejo,fisico
28,99,2025-01-03,13509.97,jogos,online
28,99,2025-02-16,52037.96,streaming,online
28,99,2025-02-28,25022.30,transporte,online
28,99,2025-03-24,190905.32,transporte,online
28,99,2025-03-23,147787.65,jogos,fisico
28,99,2025-03-06,207007.21,alimentacao,fisico
28,99,2025-04-07,208592.00,streaming,online
28,99,2025-04-24,110815.55,streaming,online
28,99,2025-04-12,243964.02,transporte,online
28,99,2025-04-16,55349.28,streaming,fisico
29,104,2025-01-23,136777.51,alimentacao,online
29,104,2025-01-19,149853.31,jogos,online
29,104,2025-01-05,59061.33,jogos,online
29,104,2025-01-11,176282.95,varejo,online
29,104,2025-01-22,112134.03,streaming,online
29,104,2025-01-08,197929.81,streaming,online
29,104,2025-01-13,240232.65,alimentacao,online
29,104,2025-01-22,106432.61,jogos,online
29,104,2025-01-20,65404.48,jogos,online
29,104,2025-01-10,80256.47,streaming,fisico
29,104,2025-01-19,138524.59,alimentacao,online
29,104,2025-01-27,185551.44,varejo,online
29,104,2025-01-15,103476.67,varejo,online
29,104,2025-01-10,209698.96,transporte,online
29,104,2025-01-21,34004.04,varejo,fisico
29,104,2025-01-23,180566.46,transporte,online
29,104,2025-01-10,96177.17,streaming,online
29,104,2025-02-01,112858.66,varejo,online
29,104,2025-02-01,73836.38,transporte,fisico
29,104,2025-02-15,18713.09,varejo,fisico
29,104,2025-02-26,182341.72,jogos,online
29,104,2025-02-07,66619.82,jogos,fisico
29,104,2025-02-19,195004.89,varejo,fisico
29,104,2025-02-06,195488.61,jogos,online
29,104,2025-02-03,14390.98,varejo,online
29,104,2025-02-28,184768.47,jogos,online
29,104,2025-02-03,98813.09,transporte,fisico
29,104,2025-02-22,195607.19,transporte,fisico
29,104,2025-02-23,190415.84,varejo,fisico
29,104,2025-02-01,219554.66,alimentacao,online
29,104,2025-02-02,178415.61,transporte,fisico
29,104,2025-02-21,85557.98,varejo,online
29,104,2025-02-27,143663.00,streaming,fisico
29,104,2025-03-21,71650.67,streaming,fisico
29,104,2025-03-16,138330.92,streaming,online
29,104,2025-03-28,233972.70,jogos,fisico
29,104,2025-03-24,132436.11,varejo,online
29,104,2025-03-26,114375.21,streaming,fisico
29,104,2025-03-09,104346.90,streaming,online
29,104,2025-03-12,2123.06,jogos,fisico
29,104,2025-03-14,23484.39,jogos,online
29,104,2025-03-10,25897.34,streaming,online
29,104,2025-03-15,47643.34,alimentacao,online
29,104,2025-03-05,96897.16,jogos,fisico
29,104,2025-03-18,185696.94,jogos,online
29,104,2025-03-13,113979.14,varejo,fisico
29,104,2025-04-01,209273.97,alimentacao,fisico
29,104,2025-04-16,134045.73,transporte,fisico
29,104,2025-04-28,181673.12,jogos,fisico
29,104,2025-04-25,132023.62,jogos,online
29,104,2025-04-09,243438.67,streaming,online
